method,region,points,max_abs_error,mean_abs_error,rmse,saturation_point_rate,max_intermediate_abs,mean_terms
direct_t12_trunc,full,1401,20.4192907402,2.413857830996946,5.151641427779201,0.35831548893647397,500.0,11.276945039257672
direct_t12_trunc,near_zero_abs_le_0.05,11,1.3675197811e-07,5.8646953631732734e-08,7.574150846119186e-08,0.0,0.0512710213661,3.1818181818181817
direct_t12_trunc,core_abs_le_1,201,4.68555566346e-07,1.3139848721285537e-07,1.755612486002656e-07,0.0,1.7182815671,7.378109452736318
direct_t12_trunc,negative_lt_minus_1,900,20.4192907402,3.7571004271562125,6.427519759542525,0.5577777777777778,500.0,11.953333333333333
direct_t12_trunc,positive_gt_0,400,0.0149448696654,0.0010610830785924442,0.0028881642386228796,0.0,53.5832051635,10.7475
direct_t12_rne,full,1401,20.4192907998,2.4138577217010404,5.151641461715693,0.35831548893647397,500.0,11.338329764453961
direct_t12_rne,near_zero_abs_le_0.05,11,1.03804028921e-07,3.6318212060039094e-08,5.146910322115532e-08,0.0,0.0512712001801,3.3636363636363638
direct_t12_rne,core_abs_le_1,201,1.54911760086e-07,4.4194363485850116e-08,5.7035791671363156e-08,0.0,1.71828186512,7.626865671641791
direct_t12_rne,negative_lt_minus_1,900,20.4192907998,3.7571004692270757,6.427519801941614,0.5577777777777778,500.0,11.973333333333333
direct_t12_rne,positive_gt_0,400,0.0149443928282,0.0010606050620706688,0.0028878751433692013,0.0,53.5832056403,10.855
direct_t16_rne,full,1401,16.9560873101,2.129793230433512,4.3939396948769405,0.35831548893647397,500.0,14.260528194147037
direct_t16_rne,near_zero_abs_le_0.05,11,1.03804028921e-07,3.6318212060039094e-08,5.146910322115532e-08,0.0,0.0512712001801,3.3636363636363638
direct_t16_rne,core_abs_le_1,201,1.54911760086e-07,4.4194363485850116e-08,5.7035791671363156e-08,0.0,1.71828186512,7.626865671641791
direct_t16_rne,negative_lt_minus_1,900,16.9560873101,3.315376563334598,5.482162505708761,0.5577777777777778,500.0,15.581111111111111
direct_t16_rne,positive_gt_0,400,6.17686789042e-05,3.51265562617826e-06,1.0550756378033942e-05,0.0,53.5980882645,12.9725
direct_t20_rne,full,1401,16.1847759673,2.0789187034141,4.26127894248154,0.35831548893647397,500.0,16.53604568165596
direct_t20_rne,near_zero_abs_le_0.05,11,1.03804028921e-07,3.6318212060039094e-08,5.146910322115532e-08,0.0,0.0512712001801,3.3636363636363638
direct_t20_rne,core_abs_le_1,201,1.54911760086e-07,4.4194363485850116e-08,5.7035791671363156e-08,0.0,1.71828186512,7.626865671641791
direct_t20_rne,negative_lt_minus_1,900,16.1847759673,3.2361833403946583,5.316646396420795,0.5577777777777778,500.0,18.685555555555556
direct_t20_rne,positive_gt_0,400,1.43563671884e-06,2.3338500131106536e-07,3.6653624119228434e-07,0.0,53.5981500149,13.9575
adaptive_rne,full,1401,16.1225495527,2.0756171651801036,4.252398580982355,0.35831548893647397,500.0,20.25196288365453
adaptive_rne,near_zero_abs_le_0.05,11,1.03804028921e-07,3.6318212060039094e-08,5.146910322115532e-08,0.0,0.0512712001801,3.3636363636363638
adaptive_rne,core_abs_le_1,201,1.54911760086e-07,4.4194363485850116e-08,5.7035791671363156e-08,0.0,1.71828186512,7.626865671641791
adaptive_rne,negative_lt_minus_1,900,16.1225495527,3.2310439455865274,5.305566684765951,0.5577777777777778,500.0,24.445555555555554
adaptive_rne,positive_gt_0,400,1.49524136361e-06,2.3403872478640437e-07,3.6869498757343944e-07,0.0,53.5981501341,14.0125
divfirst_t12_rne,full,1401,27.546624245,3.304353984270287,7.63586481842352,0.23411848679514632,320.0,11.341184867951464
divfirst_t12_rne,near_zero_abs_le_0.05,11,7.42148352079e-08,2.793115268476364e-08,3.619615755002301e-08,0.0,0.0512711405754,3.3636363636363638
divfirst_t12_rne,core_abs_le_1,201,1.79374941123e-07,4.630097799278253e-08,5.925783621559202e-08,0.0,1.71828186512,7.676616915422885
divfirst_t12_rne,negative_lt_minus_1,900,27.546624245,5.1433063588788706,9.52699715027508,0.36444444444444446,320.0,11.97
divfirst_t12_rne,positive_gt_0,400,0.014944094805,0.0010605121566867061,0.002887751714759633,0.0,53.5832059383,10.86
rr_ln2_t12,full,1401,7.36527735512e-06,1.504977563194544e-07,4.85775424732951e-07,0.0,54.5981521606,5.389007851534618
rr_ln2_t12,near_zero_abs_le_0.05,11,1.03804028921e-07,3.6318212060039094e-08,5.146910322115532e-08,0.0,1.05127120018,3.3636363636363638
rr_ln2_t12,core_abs_le_1,201,2.50190799855e-07,4.6308848076578805e-08,6.08329556212552e-08,0.0,2.71828186512,5.318407960199005
rr_ln2_t12,negative_lt_minus_1,900,6.6103215679e-08,1.5336014364480524e-08,1.805006180580967e-08,0.0,1.4138186574,5.381111111111111
rr_ln2_t12,positive_gt_0,400,7.36527735512e-06,4.836314357858268e-07,9.084492507836519e-07,0.0,54.5981521606,5.43
rr_ln2_adaptive,full,1401,7.36527735512e-06,1.504977563194544e-07,4.85775424732951e-07,0.0,54.5981521606,5.389007851534618
rr_ln2_adaptive,near_zero_abs_le_0.05,11,1.03804028921e-07,3.6318212060039094e-08,5.146910322115532e-08,0.0,1.05127120018,3.3636363636363638
rr_ln2_adaptive,core_abs_le_1,201,2.50190799855e-07,4.6308848076578805e-08,6.08329556212552e-08,0.0,2.71828186512,5.318407960199005
rr_ln2_adaptive,negative_lt_minus_1,900,6.6103215679e-08,1.5336014364480524e-08,1.805006180580967e-08,0.0,1.4138186574,5.381111111111111
rr_ln2_adaptive,positive_gt_0,400,7.36527735512e-06,4.836314357858268e-07,9.084492507836519e-07,0.0,54.5981521606,5.43
halving_t12,full,1401,5.8489761777e-05,1.407345341490692e-06,4.982345236551868e-06,0.0,53.5981533527,6.980728051391863
halving_t12,near_zero_abs_le_0.05,11,1.03804028921e-07,3.6318212060039094e-08,5.146910322115532e-08,0.0,0.0512712001801,3.3636363636363638
halving_t12,core_abs_le_1,201,4.8406806652e-07,7.303343722961745e-08,1.1331014243826406e-07,0.0,1.71828186512,6.601990049751244
halving_t12,negative_lt_minus_1,900,1.8531250523e-07,2.1195414401748304e-08,2.957046032704021e-08,0.0,5.0,7.003333333333333
halving_t12,positive_gt_0,400,5.8489761777e-05,4.870196997240775e-06,9.324294597136183e-06,0.0,53.5981533527,7.0325
halving_adaptive,full,1401,5.8489761777e-05,1.407345341490692e-06,4.982345236551868e-06,0.0,53.5981533527,6.980728051391863
halving_adaptive,near_zero_abs_le_0.05,11,1.03804028921e-07,3.6318212060039094e-08,5.146910322115532e-08,0.0,0.0512712001801,3.3636363636363638
halving_adaptive,core_abs_le_1,201,4.8406806652e-07,7.303343722961745e-08,1.1331014243826406e-07,0.0,1.71828186512,6.601990049751244
halving_adaptive,negative_lt_minus_1,900,1.8531250523e-07,2.1195414401748304e-08,2.957046032704021e-08,0.0,5.0,7.003333333333333
halving_adaptive,positive_gt_0,400,5.8489761777e-05,4.870196997240775e-06,9.324294597136183e-06,0.0,53.5981533527,7.0325
fine_ln2_2_t12,full,1401,4.26605265602e-06,1.3547293383147351e-07,4.1800689602984e-07,0.0,54.5981521606,4.4147037830121345
fine_ln2_2_t12,near_zero_abs_le_0.05,11,1.03804028921e-07,3.6318212060039094e-08,5.146910322115532e-08,0.0,1.05127120018,3.3636363636363638
fine_ln2_2_t12,core_abs_le_1,201,3.05254132194e-07,4.0264007485811414e-08,5.804432547980856e-08,0.0,2.71828186512,4.442786069651741
fine_ln2_2_t12,negative_lt_minus_1,900,5.10110551577e-08,1.500716562266259e-08,1.7474067988399e-08,0.0,1.68108862638,4.411111111111111
fine_ln2_2_t12,positive_gt_0,400,4.26605265602e-06,4.3372022857880776e-07,7.816457657892137e-07,0.0,54.5981521606,4.42
fine_ln2_4_t12,full,1401,4.11784573373e-06,1.4297742991539644e-07,4.428568213747329e-07,0.0,54.5981502533,3.6837972876516774
fine_ln2_4_t12,near_zero_abs_le_0.05,11,1.03804028921e-07,3.6318212060039094e-08,5.146910322115532e-08,0.0,1.05127120018,3.3636363636363638
fine_ln2_4_t12,core_abs_le_1,201,2.52946359858e-07,4.5587768107486486e-08,6.495464095391562e-08,0.0,2.71828186512,3.6766169154228856
fine_ln2_4_t12,negative_lt_minus_1,900,6.72426001547e-08,1.5165656347157947e-08,1.7770805243170455e-08,0.0,1.83260041475,3.688888888888889
fine_ln2_4_t12,positive_gt_0,400,4.11784573373e-06,4.586454061924427e-07,8.281199525491131e-07,0.0,54.5981502533,3.6775
fine_ln2_8_t12,full,1401,4.11784573373e-06,1.3349732514451127e-07,4.285547993437535e-07,0.0,54.5981502533,3.2419700214132763
fine_ln2_8_t12,near_zero_abs_le_0.05,11,9.9386061516e-08,2.8281960397193636e-08,4.112265476609581e-08,0.0,1.90245890617,3.3636363636363638
fine_ln2_8_t12,core_abs_le_1,201,2.38979585898e-07,4.022727264654907e-08,5.7205516727702106e-08,0.0,2.71828186512,3.208955223880597
fine_ln2_8_t12,negative_lt_minus_1,900,5.1265025891e-08,1.5062422838996294e-08,1.7568057343202084e-08,0.0,1.91447132826,3.2455555555555557
fine_ln2_8_t12,positive_gt_0,400,4.11784573373e-06,4.271893593549545e-07,8.014228397703366e-07,0.0,54.5981502533,3.245
fine_ln2_16_t12,full,1401,0.00015098369046,8.20862327025163e-06,2.5264259713719457e-05,0.0,54.5982990265,2.7351891506067094
fine_ln2_16_t12,near_zero_abs_le_0.05,11,1.08852807344e-07,3.112073242270273e-08,4.4304286791973254e-08,0.0,1.94089114666,2.6363636363636362
fine_ln2_16_t12,core_abs_le_1,201,2.03291189038e-06,4.4040056914242716e-07,6.551066561787621e-07,0.0,2.71828377247,2.7213930348258706
fine_ln2_16_t12,negative_lt_minus_1,900,2.90554406757e-07,6.007542665491739e-08,9.196107283169638e-08,0.0,1.95710724592,2.7288888888888887
fine_ln2_16_t12,positive_gt_0,400,0.00015098369046,2.8575074296601528e-05,4.7281694496606935e-05,0.0,54.5982990265,2.755
fine_ln2_32_t12,full,1401,0.000152367738963,8.17772477569288e-06,2.5189335904967614e-05,0.0,54.5979976654,2.473233404710921
fine_ln2_32_t12,near_zero_abs_le_0.05,11,9.9386061516e-08,3.9119168538171815e-08,5.026819283717354e-08,0.0,1.96039742231,2.4545454545454546
fine_ln2_32_t12,core_abs_le_1,201,1.90099466479e-06,4.43335812062299e-07,6.302665063163133e-07,0.0,2.71827995777,2.4129353233830844
fine_ln2_32_t12,negative_lt_minus_1,900,3.04521794781e-07,6.330514817601442e-08,9.912942001173097e-08,0.0,1.97789496183,2.4766666666666666
fine_ln2_32_t12,positive_gt_0,400,0.000152367738963,2.8448254745502222e-05,4.714139801580924e-05,0.0,54.5979976654,2.4825
fine_ln2_64_t12,full,1401,0.000452261777639,2.4607624360652287e-05,7.581092987413832e-05,0.0,54.5986022949,1.9650249821556032
fine_ln2_64_t12,near_zero_abs_le_0.05,11,1.6845745212e-07,5.268069153690545e-08,7.924952077872424e-08,0.0,1.98009967804,1.9090909090909092
